MeasID,YEAR,CO,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,Ballotquestion,RECTYPE,RECTYPENAME,RECTOPIC,RECTOPNAME,YES,NO,TOTAL,PERCENT,REQ,OUTCOME,PASSFAIL,Multi_CO,Multi_MeasID,YES_sum,NO_sum,Total_sum,Percent_sum,Outcome_sum,passfail_sum,typerec,topicrec
201600729,2016,33,3,RIVERSIDE,11/8/2016,Lake Elsinore Unified,0,M,V,"In order to provide classrooms, labs, equipment for career education to prepare local students for college and skilled careers; upgrade school facilities and instructional technology to support advanced math and science, and keep pace with technology; improve school safety/security; and add classrooms/school facilities to reduce overcrowding at existing schools, shall Lake Elsinore Unified School District issue 105 million dollars in bonds at legal rates, with citizen oversight, no money for administrator salaries and all money staying local?",11,GO Bond,10,Education,24845,12383,37228,66.70%,F,1,PassF,0,201600703,24845,12383,37228,0.66737402,1,PassF,10,10
201600730,2016,33,3,RIVERSIDE,11/8/2016,Menifee Union Elementary,0,M,Q,"To acquire land and build two new elementary schools and one middle school to reduce overcrowding at existing schools; repair and renovate Menifee Valley Middle School and existing elementary/ middle schools; fix roofs, heating, air conditioning, plumbing and electrical systems; and improve access for students with disabilities; shall the K-8 Menifee Union School District issue $135,000,000 in bonds within legal interest rates, with independent citizen oversight, annual audits, no money for administrators, and all money staying in Menifee Union School District?",11,GO Bond,10,Education,19772,12304,32076,61.60%,F,1,PassF,0,201600704,19772,12304,32076,0.616411024,1,PassF,10,10
201600731,2016,33,3,RIVERSIDE,11/8/2016,Palm Springs Unified,0,M,I,"To modernize or construct new classrooms; replace leaky pipes and inefficient heating /cooling systems; improve student safety; and reduce borrowing costs, shall $216.46 million of Palm Springs Unified School District bonds, previously approved by voters in February 2008, be reauthorized through the issuance of new bonds with no increase in total authorized District debt, interest rates at or below legal limits, independent citizen oversight, and all funds spent locally and not taken by the State and used elsewhere?",11,GO Bond,10,Education,39831,12943,52774,75.50%,F,1,PassF,0,201600705,39831,12943,52774,0.754746656,1,PassF,10,10
201600732,2016,33,3,RIVERSIDE,11/8/2016,Riverside Unified,0,M,O,"To repair and upgrade Riverside schools, including deteriorating roofs, plumbing and electrical systems, improve student safety, security, and seismic safety, upgrade classrooms, science labs, career-training facilities, computer systems and instructional technology to support student achievement in math, science, engineering and skilled trades, and construct, acquire, repair classrooms, sites, facilities and equipment, shall Riverside Unified School District issue $392 million in bonds at legal rates, with citizen oversight, no money for administrator salaries, all money staying local?",11,GO Bond,10,Education,57347,24064,81411,70.40%,F,1,PassF,0,201600706,57347,24064,81411,0.704413409,1,PassF,10,10
201600733,2016,33,3,RIVERSIDE,11/8/2016,San Jacinto Unified,0,M,Y,"To upgrade local classrooms, science labs and technology infrastructure that prepare students for college/careers; repair aging roofs, plumbing and electrical systems; improve school safety/security; and acquire, renovate, construct and equip classrooms, sites and facilities to reduce overcrowding and support student instruction in reading, math, science, engineering and technology; shall San Jacinto Unified School District issue $44,900,000 in bonds at legal interest rates, with independent citizen oversight, no money for administrator salaries, and all funds staying local?",11,GO Bond,10,Education,8439,3134,11573,72.90%,F,1,PassF,0,201600707,8439,3134,11573,0.72919727,1,PassF,10,10
201600734,2016,34,3,SACRAMENTO,11/8/2016,Sacramento City Unified,0,M,G,"To expand successful programs that provide early intervention and tutoring services for students at risk of falling behind or dropping out, to support academic and arts enrichment, to provide specialized training for teachers, counselors and other school personnel, shall the Sacramento City Unified School District implement a $75 parcel tax for six years, with an exemption for seniors, and create a Citizens Oversight Committee to ensure all funds benefit children most in need?",3,Property Tax,10,Education,78785,40279,119064,66.20%,T,2,FailT,0,201600708,78785,40279,119064,0.66170295,2,FailT,1,10
201600735,2016,34,3,SACRAMENTO,11/8/2016,Elk Grove Unified,0,M,M,"To repair and modernize classrooms, fix deteriorating roofs, plumbing, and HVAC systems, improve student safety and campus security, construct and upgrade additional classrooms, labs, career technical education facilities and instructional technology to support student achievement in math, science, arts and skilled trades and keep up with growth and relieve overcrowding shall the Elk Grove Unified School District issue $476,000,000 in bonds to be spent only on specified projects, with independent citizen oversight and no money for administrator salaries?",11,GO Bond,10,Education,78517,33368,111885,70.20%,F,1,PassF,0,201600709,78517,33368,111885,0.701765205,1,PassF,10,10
201600736,2016,34,3,SACRAMENTO,11/8/2016,Galt Joint Union Elementary,0,M,K,"To improve the quality of education for pre-kindergarten through eighth grade students shall Galt Joint Union Elementary School District be authorized to modernize and upgrade classrooms and school facilities for 21st Century learning; replace portables and leaky roofs; upgrade outdated electrical, heating/air conditioning and plumbing; make safety/security and technology classroom improvements, by issuing $19,700,000 of bonds at legal interest rates, with independent citizens’ oversight and audits, NO money for employee salaries, and all funds benefitting local schools?",11,GO Bond,10,Education,6554,3245,9799,66.90%,F,1,PassF,1,201600710,6911,3552,10463,0.660518016,1,PassF,10,10
201600767,2016,39,3,SAN JOAQUIN,11/8/2016,Galt Joint Union Elementary,0,M,K,"To improve the quality of education for pre-kindergarten through eighth grade students shall Galt Joint Union Elementary School District be authorized to modernize and upgrade classrooms and school facilities for 21st Century learning; replace portables and leaky roofs; upgrade outdated electrical, heating/air conditioning and plumbing; make safety/security and technology classroom improvements, by issuing $19,700,000 of bonds at legal interest rates, with independent citizens’ oversight and audits, NO money for employee salaries, and all funds benefitting local schools?",11,GO Bond,10,Education,357,307,664,53.80%,F,2,FailF,1,201600710,6911,3552,10463,0.660518016,1,PassF,10,10
201600737,2016,34,3,SACRAMENTO,11/8/2016,Galt Joint Union High,0,M,E,"To improve the quality of education at local high schools; modernize/renovate outdated classrooms, restrooms and school facilities; replace leaky roofs; provide career technical education classrooms for job training; renovate deteriorating plumbing/sewer systems;
upgrade inadequate electrical systems; and make health, safety and handicapped accessibility improvements shall Galt Joint Union High School District issue $36,000,000 of bonds at legal rates, with an independent oversight committee, NO money for administrative salaries, all funds locally-controlled and not taken by the State?",11,GO Bond,10,Education,7795,4055,11850,65.80%,F,1,PassF,1,201600711,8970,5041,14011,0.640211263,1,PassF,10,10
201600768,2016,39,3,SAN JOAQUIN,11/8/2016,Galt Joint Union High,0,M,E,"To improve the quality of education at local high schools; modernize/renovate outdated classrooms, restrooms and school facilities; replace leaky roofs; provide career technical education classrooms for job training; renovate deteriorating plumbing/sewer systems; upgrade inadequate electrical systems; and make health, safety and handicapped accessibility improvements shall Galt Joint Union High School District issue $36,000,000 of bonds at legal rates, with an independent oversight committee, NO money for administrative salaries, all funds locally-controlled and not taken by the State?",11,GO Bond,10,Education,1175,986,2161,54.40%,F,2,FailF,1,201600711,8970,5041,14011,0.640211263,1,PassF,10,10
201600739,2016,34,3,SACRAMENTO,11/8/2016,San Juan Unified,0,M,P,"To repair/upgrade all schools by: repairing aging/deteriorating classrooms/bathrooms/leaky roofs/plumbing/drinking fountains/water pipes/electrical wiring; upgrading classroom technology, math/science/computer labs, vocational education classrooms, and outdated fire safety/security systems; removing asbestos/lead paint; and, repairing, constructing, and acquiring educational facilities/equipment, shall San Juan Unified School District issue $750,000,000 in bonds at legal rates, requiring annual independent financial audits, citizens oversight, and keeping all funds local?",11,GO Bond,10,Education,95406,41964,137370,69.50%,F,1,PassF,0,201600712,95406,41964,137370,0.694518454,1,PassF,10,10
201600743,2016,35,3,SAN BENITO,11/8/2016,Hollister Elementary,0,M,V,"To improve conditions, reduce classroom overcrowding, accommodate growing student enrollment in all elementary and middle schools, keep neighborhood schools small and well-maintained by building a new school and continuing to improve school safety, security and technology, maximize energy efficiency, and acquiring, constructing or equipping classrooms, facilities and sites, shall the Hollister School District issue $36,000,000 in bonds at legal rates, with independent citizens’ oversight, annual audits, and no money for administrators' salaries?",11,GO Bond,10,Education,9987,5374,15361,65.00%,F,1,PassF,0,201600713,9987,5374,15361,0.650152985,1,PassF,10,10
201600744,2016,35,3,SAN BENITO,11/8/2016,San Benito High,0,M,U,"To improve the quality of local high school education by upgrading science labs and classrooms to help prepare students for college and careers; continue improving school access for students with disabilities; adding classrooms and school facilities to reduce
overcrowding; upgrading aging student facilities; and improving school and earthquake safety, shall the San Benito High School District issue $60 million in bonds, with citizen oversight, annual audits and with NO money for administrator salaries?",11,GO Bond,10,Education,11864,6718,18582,63.80%,F,1,PassF,1,201600714,11899,6738,18637,0.638461126,1,PassF,10,10
201600807,2016,43,3,SANTA CLARA,11/8/2016,San Benito High,0,M,U,"To improve the quality of local high school education by upgrading science labs and classrooms to help prepare students for college and careers; continue improving school access for students with disabilities; adding classrooms and school facilities to reduce overcrowding; upgrading aging student facilities; and improving school and earthquake safety, shall the San Benito High School District issue $60 million in bonds, with citizen oversight, annual audits and with NO money for administrator salaries?",11,GO Bond,10,Education,35,20,55,63.60%,F,1,PassF,1,201600714,11899,6738,18637,0.638461126,1,PassF,10,10
201600745,2016,36,3,SAN BERNARDINO,2/2/2016,Lucerne Valley Unified,0,R,1,Shall Dawn Turnbull be recalled (removed) from the office of Governing Board Member?,50,Recall,13,Education: Recall,424,133,557,76.10%,M,1,Pass,0,201600715,424,133,557,0.761220826,1,Pass,50,10
201600746,2016,36,3,SAN BERNARDINO,11/8/2016,Alta Loma Elementary,0,M,H,"In order to replace or repair deteriorating roofs, plumbing, electrical and air conditioning systems; improve access for students and families with disabilities; improve school safety and security systems; update and modernize classrooms to keep pace with educational technology and support student programs in science, technology, English, arts, and math, shall the Alta Loma School
District issue $58,000,000 in bonds at legal interest rates, with independent citizen oversight, no money for administrators, and all money staying in Alta Loma?",11,GO Bond,10,Education,13495,11029,24524,55.00%,F,1,PassF,0,201600716,13495,11029,24524,0.550277279,1,PassF,10,10
201600747,2016,36,3,SAN BERNARDINO,11/8/2016,Barstow Unified,0,M,F,"To repair/upgrade aging classrooms, restrooms/fix leaky roofs in order to maintain health/safety, retain/attract quality teachers, remove asbestos/lead paint, upgrade security, outdated plumbing/electrical systems/gas lines, improve technology, computer/science labs, repair, construct, acquire school facilities, sites/equipment, shall Barstow Unified School District issue $39,000,000 in bonds, at legal rates, requiring audits, citizen's oversight, no money for administrators' salaries/pensions, all funds staying local?",11,GO Bond,10,Education,5776,2776,8552,67.50%,F,1,PassF,0,201600717,5776,2776,8552,0.675397568,1,PassF,10,10
201600748,2016,36,3,SAN BERNARDINO,11/8/2016,Chino Valley Unified,0,M,G,"To upgrade neighborhood schools and retain/attract quality teachers by repairing deteriorating classrooms/restrooms; replacing deteriorating, rusty pipes/ensuring safe drinking water; removing asbestos/lead paint; upgrading fire safety, science/computer labs, wiring, classroom technology; repairing, constructing, acquiring educational facilities, sites, equipment; shall Chino Valley Unified School District issue $750,000,000 in bonds, at legal interest rates, requiring annual audits, independent citizens’ oversight, no
money for administrators’ salaries/pensions, all funds used locally?",11,GO Bond,10,Education,34168,26861,61029,56.00%,F,1,PassF,0,201600718,34168,26861,61029,0.559864982,1,PassF,10,10
201600749,2016,36,3,SAN BERNARDINO,11/8/2016,Etiwanda Elementary,0,M,I,"To repair/upgrade neighborhood schools, meet safety, academic, technology standards and reduce overcrowding by improving school security, including 9- 1-1 emergency communications, cameras, wiring, smoke alarms/door locks; upgrading classroom computers, water pipes, labs/libraries; acquiring, constructing, equipping and repairing classrooms/sites/facilities, shall Etiwanda School District issue $137,000,000 in bonds at legal rates, with independent audits, citizens’ oversight, no money for administrator salaries/pensions and all funds used locally?",11,GO Bond,10,Education,21387,11427,32814,65.20%,F,1,PassF,0,201600719,21387,11427,32814,0.651764491,1,PassF,10,10
201600752,2016,36,3,SAN BERNARDINO,11/8/2016,Ontario-Montclair Elementary,0,M,K,"To repair aging classrooms in order to maintain student health/safety and retain/attract quality teachers, remove asbestos/lead paint, repair restrooms/leaky, deteriorating roofs, upgrade disabled access, school security/fire safety, increase water conservation/energy efficiency, improve technology/computer/science labs, repair, construct, acquire/retrofit school facilities, sites/equipment, shall Ontario-Montclair School District issue $150,000,000 in bonds, at legal rates, requiring independent audits, citizens’ oversight, keeping all funds local?",11,GO Bond,10,Education,30996,8644,39640,78.20%,F,1,PassF,0,201600720,30996,8644,39640,0.781937437,1,PassF,10,10
201600753,2016,37,3,SAN DIEGO,11/8/2016,Bonsall Unified,0,M,DD,"To construct and equip a new high school; install emergency communication systems; reduce traffic hazards for increased student safety; upgrade power/electrical systems; provide health/fitness facilities for student/community use; repair leaky pipes/deteriorating roofs; and replace temporary buildings with permanent classrooms; shall Bonsall Unified School District issue $58 million of bonds with interest rates below legal limits, independent citizen oversight, and all funds spent locally and not taken by the State and spent elsewhere?",11,GO Bond,10,Education,4204,4099,8303,50.60%,F,2,FailF,0,201600721,4204,4099,8303,0.506323016,2,FailF,10,10
201600754,2016,37,3,SAN DIEGO,11/8/2016,Cajon Valley Union Elementary,0,M,EE,"To increase student access to computers; maintain and upgrade educational technology; keep pace with 21st century technological innovations; implement statewide technology requirements for testing and learning; and significantly reduce borrowing costs, shall Cajon Valley Union School District issue $20,000,000 of shortterm bonds with the interest rates at or below the legal limit, independent citizen oversight, and no money for administrator/teacher salaries, so long as all funds are spent locally and cannot be taken by the State?",11,GO Bond,10,Education,30406,22787,53193,57.20%,F,1,PassF,0,201600722,30406,22787,53193,0.571616566,1,PassF,10,10
201600755,2016,37,3,SAN DIEGO,11/8/2016,Cardiff Elementary,0,M,GG,"To improve the quality of education with local funding that cannot be taken by the State; modernize/construct classrooms, restrooms and school facilities; repair/replace roofs; renovate deteriorating plumbing and sewer systems; upgrade inadequate electrical systems; make health, safety, and energy efficiency improvements; and replace portables with permanent classrooms; shall Cardiff Elementary School District issue $22 million of bonds at legal interest rates, have an independent citizens’ oversight committee, and have NO money used for administrative or teacher salaries?",11,GO Bond,10,Education,3994,2063,6057,65.90%,F,1,PassF,0,201600723,3994,2063,6057,0.659402344,1,PassF,10,10
201600756,2016,37,3,SAN DIEGO,11/8/2016,Fallbrook Union High,0,M,AA,"Without increasing tax rates, shall Fallbrook Union High School District repair and upgrade aging classrooms and school facilities, including deteriorating roofs, plumbing and electrical systems; improve campus safety/security; upgrade career-training facilities, classrooms, and science labs supporting instruction in math, engineering, technology, science and skilled trades preparing students to be college and career ready; by issuing $45,000,000 in bonds at legal interest rates, with independent citizens oversight, annual audits, no money for administrators, and all funds staying local?",11,GO Bond,10,Education,11279,6145,17424,64.70%,F,1,PassF,0,201600724,11279,6145,17424,0.647325528,1,PassF,10,10
201600757,2016,37,3,SAN DIEGO,11/8/2016,Grossmont Union High,0,M,BB,"To upgrade East County high school classrooms/labs/facilities; repair aging roofs, plumbing/electrical systems; modernize technology infrastructure; improve student safety/security; replace deteriorated portables; construct new school facilities to accommodate growth; and renovate career-training facilities for instruction in science, technology, engineering, math and skilled trades; shall Grossmont Union High School District issue $128,000,000 in bonds at legal interest rates, with independent citizen oversight, annual audits, no funding for administrator salaries, and all money benefitting East County high schools?",11,GO Bond,10,Education,105700,70458,176158,60.00%,F,1,PassF,0,201600725,105700,70458,176158,0.600029519,1,PassF,10,10
201600758,2016,37,3,SAN DIEGO,11/8/2016,Grossmont-Cyamaca Community College,0,M,X,"To repair classrooms/ labs, prepare veterans, workers/students for technology, business, science/ other jobs, construct Workforce Training Center, support East County economic development, remove asbestos/lead paint, repair gas, electrical/sewer lines, repair, acquire, construct facilities, sites/ equipment, shall Grossmont-Cuyamaca Community College District issue $348,000,000 in bonds at legal rates, no money for administrators’ salaries, independent audits, citizen oversight, all funds used locally?",11,GO Bond,10,Education,97061,83366,180427,53.80%,F,2,FailF,0,201600726,97061,83366,180427,0.537951637,2,FailF,10,10
201600759,2016,37,3,SAN DIEGO,11/8/2016,MiraCosta Community College,0,M,MM,"To upgrade classrooms and career training facilities for science, healthcare, technology, advanced manufacturing, other growing local industries, provide job training/placement to Navy/ Marines/ other veterans, improve access to affordable higher education to local students, improve disabled access, repair, construct, acquire classrooms, facilities, sites/equipment, shall MiraCosta Community College District issue $455,000,000 in bonds, at legal rates, subject to local control, requiring annual audits, and independent citizen oversight?",11,GO Bond,10,Education,104493,62992,167485,62.40%,F,1,PassF,0,201600727,104493,62992,167485,0.623894677,1,PassF,10,10
201600760,2016,37,3,SAN DIEGO,11/8/2016,National Elementary,0,M,HH,"To repair and rebuild aging classrooms and facilities throughout the District; meet handicapped access requirements; increase student access to computers /technology; repair roofs; and improve campus security and student loading zones for increased safety; shall National School District be authorized to issue $30 million of bonds with interest rates below legal limits, annual audits, independent citizens’ oversight, no money for administrative salaries and all funds spent locally and not taken by the State and used elsewhere?",11,GO Bond,10,Education,11772,2386,14158,83.10%,F,1,PassF,0,201600728,11772,2386,14158,0.831473372,1,PassF,10,10
201600761,2016,37,3,SAN DIEGO,11/8/2016,Solana Beach Elementary,0,M,JJ,"To replace or upgrade aging, outdated classrooms, science labs, libraries, and school buildings; restore deteriorating roofs, plumbing, and electrical systems; improve student safety and campus security; and, provide students access to educational facilities, science, and technology needed to prepare for high school, college, and careers, and qualify for State grants, shall School Facilities Improvement District No. 2016-1 of the Solana Beach School District issue $105,000,000 in bonds at legal interest rates, with annual audits, a citizen’s oversight committee, and NO money for administrators’ salaries?",11,GO Bond,10,Education,11776,6135,17911,65.70%,F,1,PassF,0,201600729,11776,6135,17911,0.657473061,1,PassF,10,10
201600762,2016,37,3,SAN DIEGO,11/8/2016,Southwestern Community College,0,M,Z,"To repair/ upgrade local community college campuses, prepare students/ veterans for jobs/ university transfer, repair deteriorating roofs, electrical wiring, gas, water/ sewer lines, remove asbestos/ lead paint, improve energy efficiency/ campus safety/ security, upgrade, acquire, repair, construct classrooms/ labs/ sites/ facilities/ equipment, shall Southwestern Community College District issue $400 million in bonds at legal rates, no money for administrators’ salaries/ pensions, independent audits, citizen oversight, all funds used locally?",11,GO Bond,10,Education,115479,48411,163890,70.50%,F,1,PassF,0,201600730,115479,48411,163890,0.70461285,1,PassF,10,10
201600763,2016,37,3,SAN DIEGO,11/8/2016,Sweetwater Union High,0,M,CC,Shall the Members of the Sweetwater Union High School District Board of Trustees be limited to two (2) terms of office?,70,Ordinance,12,Education: Districts,131550,23248,154798,85.00%,M,1,Pass,0,201600731,131550,23248,154798,0.849817181,1,Pass,70,10
201600764,2016,38,3,SAN FRANCISCO,11/8/2016,San Francisco Community College,0,M,B,"To continue providing City College of San Francisco local funds the state cannot take away and offset cuts to prevent layoffs; ensure affordable education for students; maintain core classes in writing, math and science; prepare students for four-year universities, workforce training in careers in nursing, engineering/ technology; provide counselors; keep college libraries open; shall San Francisco Community College District renew its existing annual parcel tax at $99 per parcel for 15 years, requiring annual independent audits and citizen oversight?",3,Property Tax,10,Education,291565,70099,361664,80.60%,T,1,PassT,0,201600732,291565,70099,361664,0.806176451,1,PassT,1,10
201600765,2016,38,3,SAN FRANCISCO,11/8/2016,San Francisco Unified,0,M,A,"To repair and rehabilitate San Francisco Unified School District facilities to current accessibility, health, safety, seismic and instructional standards, replace worn-out plumbing, electrical, HVAC, and major building systems, renovate outdated classrooms and training facilities, construct school facilities and replace aging modular classrooms, improve information technology systems and food service preparation systems, shall the San Francisco Unified School District issue bonds in an amount not to exceed $744,250,000 at legal rates, with annual audits, and citizen’s oversight?",11,GO Bond,10,Education,289351,73307,362658,79.80%,F,1,PassF,0,201600733,289351,73307,362658,0.797861897,1,PassF,10,10
201600769,2016,39,3,SAN JOAQUIN,11/8/2016,Lodi Unified,0,M,U,"To repair and upgrade aging classrooms in local schools to prepare students for college and careers, retain/attract quality teachers and improve student health/safety by removing mold/asbestos/lead paint, repairing leaky roofs, updating classrooms and acquiring/constructing/modernizing sites/facilities/equipment, shall Lodi Unified School District issue $281,000,000 of bonds at legal interest rates, with citizens’ oversight, annual audits, no money for administrators’ salaries/pensions and all funds staying local?",11,GO Bond,10,Education,36550,19526,56076,65.20%,F,1,PassF,0,201600734,36550,19526,56076,0.651793994,1,PassF,10,10
201600770,2016,40,3,SAN LUIS OBISPO,11/8/2016,Lucia Mar Unified,0,M,I,"To repair and modernize aging classrooms and facilities with funding that cannot be taken by the State, repair deteriorating roofs, plumbing/ electrical systems, improve student safety and campus security, construct, acquire, repair classrooms, sites, facilities/ equipment, upgrade classrooms/ science labs/ career/ vocational facilities and computer systems to keep pace with technology, shall Lucia Mar Unified School District issue $170,000,000 in bonds at legal rates, with independent audits, citizen oversight, no money for administrator salaries, and all money staying local?",11,GO Bond,10,Education,24656,12934,37590,65.60%,F,1,PassF,0,201600735,24656,12934,37590,0.655919127,1,PassF,10,10
201600771,2016,40,3,SAN LUIS OBISPO,11/8/2016,Paso Robles Joint Unified,0,M,M,"To repair, acquire, upgrade, equip and construct school classrooms and facilities including science, technology, engineering, arts, and math classrooms; expand career technical education; replace aging portables, fix leaky roofs, repair deteriorating plumbing/ electrical wiring; and improve building earthquake safety, shall the School Facilities Improvement District No.1 of Paso Robles Joint Unified School District be authorized to issue $95,000,000 of bonds with legal interest rates, independent citizens' oversight, annual audits, all funds spent on local schools and not for administrator salaries or taken by the State?",11,GO Bond,10,Education,10343,7623,17966,57.60%,F,1,PassF,0,201600736,10343,7623,17966,0.575698542,1,PassF,10,10
201600774,2016,41,3,SAN MATEO,5/3/2016,Brisbane Elementary,0,M,B,"Shall Brisbane School District renew its current parcel tax with an inflation increase by levying a special tax of not more than $131 annually per parcel, an estimated $425,000, to provide teachers/instructional aides for reading, music, and art; providing exemptions for senior citizens? Shall the annual appropriation limit be raised between July 1, 2016, to June 30, 2022, in an amount equal to levy of said tax, with funds spent exclusively on Brisbane School District and not used for any other purposes?",3,Property Tax,10,Education,1046,425,1471,71.10%,T,1,PassT,0,201600737,1046,425,1471,0.711080897,1,PassT,1,10
201600775,2016,41,3,SAN MATEO,5/3/2016,Menlo Park City Elemetary,0,M,A,"To maintain our community commitment to existing small class sizes, high qualify teachers and comprehensive academic programs, and renew the expiring educational special tax, shall the Menlo Park City Elementary School District continue to levy at the current annual rate of $201.38 per parcel, spent only on teachers and educational programs, beginning July 1, 2016, adjusted annually for inflation, with an exemption available to individuals 65 and over?",3,Property Tax,10,Education,3557,2340,5897,60.30%,T,2,FailT,0,201600738,3557,2340,5897,0.603188062,2,FailT,1,10
201600776,2016,41,3,SAN MATEO,5/3/2016,Menlo Park City Elemetary,0,M,C,"To prepare for future student enrollment increases beyond the current 2,938 students and maintain our community commitment to existing small class sizes, high quality teachers and comprehensive programs, shall the Menlo Park City Elementary School District levy a supplemental special tax of $2.20 per parcel for each additional student to a maximum of 213 students, spent only on teachers and educational programs, beginning July 1, 2016, adjusted annually for inflation, with an exemption available to individuals 65 and over?",3,Property Tax,10,Education,3183,2706,5889,54.00%,T,2,FailT,0,201600739,3183,2706,5889,0.540499236,2,FailT,1,10
201600777,2016,41,3,SAN MATEO,6/7/2016,Jefferson Union High,0,M,E,"To protect quality education for all students with funds that cannot be taken by the state by: enhancing math, science, reading/writing skills; providing career training, college preparation/21st-century computer instruction; and attracting/retaining qualified teachers, shall Jefferson Union High School District replace its expiring parcel tax at $60 per parcel annually for 10 years, with exemptions, including seniors, independent citizen oversight, no money for administrators and all funds benefitting students in Brisbane, Broadmoor, Coloma, Daly City and Pacifica?",3,Property Tax,10,Education,21917,7639,29556,74.20%,T,1,PassT,0,201600740,21917,7639,29556,0.741541481,1,PassT,1,10
201600778,2016,41,3,SAN MATEO,6/7/2016,Pacifica Elementary,0,M,D,"Without increasing taxes, to protect approximately $1.3 million annual local funding that cannot be taken by the State, shall Pacifica School District renew expiring local funding, protect quality education in local elementary/middle schools, enhance math, science, history, reading/writing programs, attract/retain qualified teachers, support well-rounded education like art/music programs, computer/technology instruction, libraries and support struggling students, at $118 annually for 10 years, with citizen oversight, senior citizen exemptions, and no funds for administrators?",11,GO Bond,10,Education,9425,2737,12162,77.50%,T,1,PassT,0,201600741,9425,2737,12162,0.774954777,1,PassT,10,10
201600779,2016,41,3,SAN MATEO,6/7/2016,Ravenswood City Elementary,0,M,H,"To maintain warm, safe, and dry schools; repair aging facilities; upgrade school safety; create student-centered 21st Century classrooms; improve technology, computer and science labs; increase energy efficiency; and repair, construct, acquire, and retrofit school facilities, sites, and equipment; shall the Ravenswood City School District issue $26 million in bonds, at legal rates, requiring independent audits and a citizens' oversight committee to ensure funds are only spent on local school facilities?",11,GO Bond,10,Education,3394,521,3915,86.70%,F,1,PassF,0,201600742,3394,521,3915,0.866922095,1,PassF,10,10
201600780,2016,41,3,SAN MATEO,11/8/2016,Jefferson Elementary,0,M,T,"To maintain and enhance quality education with local funding the State cannot take away by protecting core academics in math, science, technology, reading and writing; attracting and retaining high quality teachers; supporting students struggling to read at grade level; and providing after-school/homework programs, shall Jefferson 'Elementary School District levy $68 per parcel annually, for nine years, exempting seniors, with independent citizens' oversight, no money for administrators and all funds for our community's elementary and middle schools?",3,Property Tax,10,Education,19060,5837,24897,76.60%,T,1,PassT,0,201600743,19060,5837,24897,0.765554083,1,PassT,1,10
201600781,2016,41,3,SAN MATEO,11/8/2016,Redwood City Elementary,0,M,U,"To maintain quality education for local elementary and middle school students, with funds that cannot be taken by the State, enhance reading, writing. Math, and science skills; attract and retain qualified teachers; and support arts and music programs; shall the REdwood City Elementary School District renew its educational parcel tax at $85, providing $1,900,000 annually for 14 years, exempting seniors, with independent citizen oversight, annual reports to the community, no money for administrators and all money benefitting local schools?",3,Property Tax,10,Education,30053,7602,37655,79.80%,T,1,PassT,0,201600744,30053,7602,37655,0.79811446,1,PassT,1,10
201600782,2016,41,3,SAN MATEO,11/8/2016,Bayshore Elementary,0,M,S,"To improve the quality of education at local schools with funding that cannot be taken by the state; finish construction of a new school; improve student access to modern technology; construct classrooms, restrooms and school facilities that meet all health, safety and handicapped accessibility (ADA) requirements; shall the Bayshore Elementary School District isse $7,000,000 of bonds at legal interest rates, with annual audits, independent citizens' oversight and NO money used for administrative salaries?",11,GO Bond,10,Education,1225,274,1499,81.70%,F,1,PassF,0,201600745,1225,274,1499,0.817211474,1,PassF,10,10
201600783,2016,41,3,SAN MATEO,11/8/2016,Burlingame Elementary,0,M,M,"To update schools and provide access for students with disabilities, remove lead paint/asbestos, fix leaky roofd, update classrooms, libraries, labs/facilities to meet current earthquake, fire/safety codes, replace old portable classrooms, upgrade science labs, shall Burlingame Elementary School District issue $56,000,000 in bonds, at legal rates, that cannot be taken by the State, to renovate, construct/acquire local neighborhood schools, sites, equipment/facilities, with independent audits, citizens' oversight, no money for administrators, all money staying local?",11,GO Bond,10,Education,10706,3675,14381,74.40%,F,1,PassF,0,201600746,10706,3675,14381,0.744454489,1,PassF,10,10
201600784,2016,42,3,SANTA BARBARA,6/7/2016,Cuyama Joint Unified,0,M,Q,"To improve the quality of education with funding that cannot be taken by the State; repair/replace leaky roofs; make health, safety and security improvements; upgrade inadequate electrical systems; improve student access to computers and modern technology; and modernize 50-year old classrooms, restrooms and buildings; shall the Cuyama Joint Unified School District issue $6,000,000 of bonds at legal interest rates, with annual audits, an independent citizens’ oversight committee, and NO money for teacher or administrative salaries?",11,GO Bond,10,Education,171,63,234,73.10%,F,1,PassF,1,201600747,195,67,262,0.744274809,1,PassF,10,10
201600858,2016,56,3,VENTURA,6/7/2016,Cuyama Joint Unified,0,M,Q,"To improve the quality of education with funding that cannot be taken by the State; repair / replace leaky roofs; make health, safety and security improvements; upgrade inadequate electrical systems; improve student access to computers and modern technology; and modernize 50-year old classrooms, restrooms and buildings; shall the Cuyama Joint Unified School District issue $6,000,000 of bonds at legal interest rates, with annual audits, an independent citizens’ oversight committee, and NO money for teacher or administrative salaries?",11,GO Bond,10,Education,24,4,28,85.70%,F,1,PassF,1,201600747,195,67,262,0.744274809,1,PassF,10,10
